"filename", "language", "XML", "C#", "JSON", "Ini", "comment", "blank", "total"
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\LogView.g.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\LogView.g.i.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\MainView.g.cs", "C#", 0, 112, 0, 0, 15, 30, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\MainView.g.i.cs", "C#", 0, 112, 0, 0, 15, 30, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\MainWindow.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ModBusGuideView.g.cs", "C#", 0, 118, 0, 0, 15, 32, 165
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ModBusGuideView.g.i.cs", "C#", 0, 118, 0, 0, 15, 32, 165
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ModbusReadSetView.g.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ModbusReadSetView.g.i.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ModbusView.g.i.cs", "C#", 0, 73, 0, 0, 15, 15, 103
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\NewProjectView.g.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\NewProjectView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\NodeConfigView.g.i.cs", "C#", 0, 88, 0, 0, 15, 21, 124
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\PluginView.g.cs", "C#", 0, 61, 0, 0, 15, 12, 88
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\PluginView.g.i.cs", "C#", 0, 61, 0, 0, 15, 12, 88
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\PrjItem.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ProcessFlowManageView.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ProjectManagView.g.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\ProjectManagView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\RecentProjectView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\RemoveSerialObjView.g.i.cs", "C#", 0, 78, 0, 0, 15, 21, 114
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SelectTaskView.g.cs", "C#", 0, 88, 0, 0, 15, 21, 124
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SelectTaskView.g.i.cs", "C#", 0, 88, 0, 0, 15, 21, 124
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SensorManagerView.g.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SensorManagerView.g.i.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SerialComView.g.i.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\SerialView.g.i.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TaskFlowManageView.g.i.cs", "C#", 0, 68, 0, 0, 15, 18, 101
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TaskPreviewView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TaskProcessView.g.i.cs", "C#", 0, 60, 0, 0, 15, 15, 90
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TaskView.g.cs", "C#", 0, 241, 0, 0, 15, 76, 332
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TaskView.g.i.cs", "C#", 0, 241, 0, 0, 15, 76, 332
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TestView.g.i.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TiledCheckView.g.i.cs", "C#", 0, 109, 0, 0, 15, 33, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TiledItemView.g.cs", "C#", 0, 101, 0, 0, 15, 30, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TiledItemView.g.i.cs", "C#", 0, 101, 0, 0, 15, 30, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TiledView.g.cs", "C#", 0, 50, 0, 0, 15, 12, 77
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\TiledView.g.i.cs", "C#", 0, 50, 0, 0, 15, 12, 77
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\UserControl1.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\view1.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\Views\view2.g.i.cs", "C#", 0, 70, 0, 0, 15, 14, 99
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\pilot.HMS300_Content.g.i.cs", "C#", 0, 2, 0, 0, 8, 4, 14
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Debug\pilot.SCADA_Content.g.i.cs", "C#", 0, 3, 0, 0, 8, 4, 15
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\.NETFramework,Version=v4.7.2.AssemblyAttributes.cs", "C#", 0, 3, 0, 0, 1, 1, 5
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\App.g.cs", "C#", 0, 53, 0, 0, 18, 14, 85
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\App.g.i.cs", "C#", 0, 53, 0, 0, 18, 14, 85
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\GeneratedInternalTypeHelper.g.cs", "C#", 0, 1, 0, 0, 0, 2, 3
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\GeneratedInternalTypeHelper.g.i.cs", "C#", 0, 27, 0, 0, 26, 10, 63
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\BluePrintView.g.cs", "C#", 0, 131, 0, 0, 15, 41, 187
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\BluePrintView.g.i.cs", "C#", 0, 131, 0, 0, 15, 41, 187
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\CheckValueView.g.cs", "C#", 0, 122, 0, 0, 15, 33, 170
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\CheckValueView.g.i.cs", "C#", 0, 122, 0, 0, 15, 33, 170
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ConnectDBView.g.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ConnectDBView.g.i.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\CreateSensorView.g.cs", "C#", 0, 104, 0, 0, 15, 27, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\CreateSensorView.g.i.cs", "C#", 0, 104, 0, 0, 15, 27, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\DataCheckView.g.cs", "C#", 0, 122, 0, 0, 15, 33, 170
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\DataCheckView.g.i.cs", "C#", 0, 122, 0, 0, 15, 33, 170
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\LogView.g.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\LogView.g.i.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\MainView.g.cs", "C#", 0, 112, 0, 0, 15, 30, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\MainView.g.i.cs", "C#", 0, 112, 0, 0, 15, 30, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModBusGuideView.g.cs", "C#", 0, 118, 0, 0, 15, 32, 165
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModBusGuideView.g.i.cs", "C#", 0, 118, 0, 0, 15, 32, 165
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModbusReadSetView.g.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModbusReadSetView.g.i.cs", "C#", 0, 78, 0, 0, 15, 17, 110
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModbusView.g.cs", "C#", 0, 73, 0, 0, 15, 15, 103
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ModbusView.g.i.cs", "C#", 0, 73, 0, 0, 15, 15, 103
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\NewProjectView.g.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\NewProjectView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\PrjItem.g.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\PrjItem.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ProjectManagView.g.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\ProjectManagView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\RecentProjectView.g.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\RecentProjectView.g.i.cs", "C#", 0, 72, 0, 0, 15, 15, 102
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SensorManagerView.g.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SensorManagerView.g.i.cs", "C#", 0, 80, 0, 0, 15, 18, 113
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SerialComView.g.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SerialComView.g.i.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SerialView.g.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\SerialView.g.i.cs", "C#", 0, 111, 0, 0, 15, 30, 156
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TaskView.g.cs", "C#", 0, 241, 0, 0, 15, 76, 332
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TaskView.g.i.cs", "C#", 0, 241, 0, 0, 15, 76, 332
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledCheckView.g.cs", "C#", 0, 109, 0, 0, 15, 33, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledCheckView.g.i.cs", "C#", 0, 109, 0, 0, 15, 33, 157
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledItemView.g.cs", "C#", 0, 101, 0, 0, 15, 30, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledItemView.g.i.cs", "C#", 0, 101, 0, 0, 15, 30, 146
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledView.g.cs", "C#", 0, 50, 0, 0, 15, 12, 77
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\TiledView.g.i.cs", "C#", 0, 50, 0, 0, 15, 12, 77
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\view2.g.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\obj\Release\Views\view2.g.i.cs", "C#", 0, 49, 0, 0, 15, 12, 76
"e:\OneDrive\Gitee\pilot.SCADA\pilot.SCADA\pilot.SCADA\pilot.SCADA.csproj", "XML", 594, 0, 0, 0, 0, 0, 594
"Total", "-", 218910, 13784, 11, 12, 2750, 4775, 240242
